"gene"	"ark1B"	"ark2B"	"blrB"	"polB"	"revB"	"pcnB"
"Potri.008G202100"	0	0	0	0	"0"	"0"
"Potri.008G202200"	0	0	0	0	"0"	"0"
"Potri.008G202300"	1	0	0	0	"0"	"0"
"Potri.008G202400"	0	0	0	0	"0"	"0"
"Potri.008G202500"	0	0	0	0	"0"	"0"
"Potri.008G202600"	1	0	0	0	"0"	"0"
"Potri.008G202700"	1	0	0	0	"0"	"0"
"Potri.008G202800"	0	0	0	0	"0"	"0"
"Potri.008G202900"	0	0	0	0	"0"	"1"
"Potri.008G203000"	1	0	0	0	"0"	"0"
"Potri.008G203100"	1	0	0	0	"0"	"0"
"Potri.008G203200"	0	0	0	0	"0"	"0"
"Potri.008G203300"	0	0	0	0	"0"	"0"
"Potri.008G203400"	0	0	0	0	"0"	"0"
"Potri.008G203500"	1	0	0	0	"0"	"0"
"Potri.008G203600"	0	0	0	0	"0"	"0"
"Potri.008G203700"	0	0	0	0	"0"	"0"
"Potri.008G203800"	0	0	0	0	"0"	"0"
"Potri.008G203900"	0	0	1	1	"1"	"0"
"Potri.008G204000"	1	0	0	0	"0"	"0"
"Potri.008G204100"	0	0	0	0	"0"	"0"
"Potri.008G204200"	0	0	0	0	"0"	"1"
"Potri.008G204300"	0	0	0	0	"0"	"0"
"Potri.008G204400"	1	0	0	0	"0"	"0"
"Potri.008G204500"	0	0	0	0	"0"	"0"
"Potri.008G204600"	0	0	0	0	"0"	"0"
"Potri.008G204700"	1	0	1	0	"0"	"0"
"Potri.008G204800"	1	0	0	0	"0"	"0"
"Potri.008G204900"	0	0	0	0	"0"	"0"
"Potri.008G205000"	0	0	1	1	"0"	"0"
"Potri.008G205100"	0	0	1	1	"0"	"0"
"Potri.008G205200"	0	0	0	0	"0"	"0"
"Potri.008G205300"	1	0	0	0	"0"	"0"
"Potri.008G205400"	0	0	0	0	"0"	"0"
"Potri.008G205500"	0	0	0	0	"0"	"0"
"Potri.008G205600"	1	0	0	0	"0"	"0"
"Potri.008G205700"	1	1	0	0	"0"	"0"
"Potri.008G205800"	0	0	0	0	"0"	"0"
"Potri.008G205900"	1	0	0	0	"0"	"0"
"Potri.008G206000"	1	0	0	0	"0"	"0"
"Potri.008G206100"	0	0	0	0	"0"	"0"
"Potri.008G206200"	1	0	0	0	"0"	"0"
"Potri.008G206300"	1	0	0	0	"0"	"0"
"Potri.008G206400"	1	0	0	0	"0"	"0"
"Potri.008G206500"	1	0	0	0	"0"	"0"
"Potri.008G206600"	1	0	0	0	"0"	"0"
"Potri.008G206700"	1	0	0	0	"0"	"0"
"Potri.008G206800"	0	0	0	0	"0"	"0"
"Potri.008G206900"	0	0	0	0	"0"	"0"
"Potri.008G207000"	1	0	0	0	"0"	"0"
"Potri.008G207100"	0	0	0	0	"0"	"0"
"Potri.008G207200"	0	0	0	0	"0"	"0"
"Potri.008G207300"	0	0	0	0	"0"	"0"
"Potri.008G207400"	0	0	0	0	"0"	"0"
"Potri.008G207500"	1	0	1	0	"0"	"0"
"Potri.008G207600"	0	0	0	0	"0"	"0"
"Potri.008G207700"	0	0	0	0	"0"	"0"
"Potri.008G207800"	0	0	0	0	"0"	"0"
"Potri.008G207900"	0	0	0	0	"0"	"0"
"Potri.008G208000"	1	0	0	0	"0"	"0"
"Potri.008G208100"	0	0	0	0	"0"	"0"
"Potri.008G208200"	0	0	0	0	"0"	"0"
"Potri.008G208300"	0	0	0	0	"0"	"0"
"Potri.008G208400"	0	0	0	0	"0"	"0"
"Potri.008G208500"	0	0	0	0	"0"	"0"
"Potri.008G208600"	0	0	0	0	"0"	"0"
"Potri.008G208700"	0	0	0	0	"0"	"0"
"Potri.008G208800"	0	0	0	0	"0"	"0"
"Potri.008G208900"	0	0	0	0	"0"	"0"
"Potri.008G209000"	0	0	0	0	"0"	"0"
"Potri.008G209100"	1	0	0	0	"0"	"1"
"Potri.008G209200"	0	0	0	0	"0"	"0"
"Potri.008G209300"	0	0	0	0	"0"	"0"
"Potri.008G209400"	0	0	0	0	"0"	"0"
"Potri.008G209500"	0	0	0	0	"0"	"1"
"Potri.008G209600"	1	0	0	0	"0"	"1"
"Potri.008G209700"	0	0	0	0	"0"	"0"
"Potri.008G209800"	0	0	1	0	"0"	"1"
"Potri.008G209900"	0	0	0	0	"0"	"1"
"Potri.008G210000"	0	0	0	0	"0"	"0"
"Potri.008G210100"	1	0	0	0	"0"	"0"
"Potri.008G210200"	0	0	0	0	"0"	"0"
"Potri.008G210300"	0	0	0	0	"0"	"0"
"Potri.008G210400"	0	0	0	0	"0"	"0"
"Potri.008G210500"	0	0	0	0	"0"	"0"
"Potri.008G210600"	0	0	0	0	"0"	"0"
"Potri.008G210700"	0	0	0	0	"0"	"0"
"Potri.008G210800"	0	0	0	0	"0"	"0"
"Potri.008G210900"	0	0	0	0	"0"	"0"
"Potri.008G211000"	1	1	0	0	"0"	"0"
"Potri.008G211100"	1	0	0	0	"0"	"0"
"Potri.008G211200"	1	0	0	0	"0"	"0"
"Potri.008G211300"	1	0	0	0	"0"	"0"
"Potri.008G211400"	1	0	0	0	"0"	"0"
"Potri.008G211500"	0	0	0	0	"0"	"0"
"Potri.008G211600"	0	0	0	0	"0"	"0"
"Potri.008G211700"	0	0	0	0	"0"	"0"
"Potri.008G211800"	0	0	0	0	"0"	"0"
"Potri.008G211900"	0	0	0	0	"0"	"0"
"Potri.008G212000"	1	0	0	0	"0"	"0"
"Potri.008G212100"	0	0	0	0	"0"	"0"
"Potri.008G212200"	1	0	0	0	"0"	"0"
"Potri.008G212300"	0	0	0	0	"0"	"0"
"Potri.008G212400"	0	0	0	0	"0"	"0"
"Potri.008G212500"	0	0	0	0	"0"	"0"
"Potri.008G212600"	0	0	0	0	"0"	"1"
"Potri.008G212700"	0	0	0	0	"0"	"0"
"Potri.008G212800"	0	0	0	0	"0"	"0"
"Potri.008G212900"	0	0	0	0	"0"	"0"
"Potri.008G213000"	1	0	0	0	"0"	"1"
"Potri.008G213100"	0	0	0	0	"0"	"0"
"Potri.008G213200"	0	0	0	0	"0"	"0"
"Potri.008G213300"	1	0	0	0	"0"	"0"
"Potri.008G213400"	1	0	0	0	"0"	"0"
"Potri.008G213500"	1	0	0	0	"0"	"0"
"Potri.008G213600"	0	0	0	0	"0"	"0"
"Potri.008G213700"	0	0	0	0	"0"	"0"
"Potri.008G213800"	0	0	0	0	"0"	"0"
"Potri.008G213900"	0	0	1	0	"0"	"1"
"Potri.008G214000"	0	0	0	0	"0"	"0"
"Potri.008G214100"	1	0	0	0	"0"	"0"
"Potri.008G214200"	1	0	1	0	"0"	"1"
"Potri.008G214300"	1	0	0	0	"0"	"0"
"Potri.008G214400"	0	0	0	0	"0"	"0"
"Potri.008G214500"	0	0	0	0	"0"	"0"
"Potri.008G214600"	0	0	0	0	"0"	"0"
"Potri.008G214700"	0	0	0	0	"0"	"0"
"Potri.008G214800"	0	0	0	0	"0"	"0"
"Potri.008G214900"	0	0	0	0	"0"	"0"
"Potri.008G215000"	0	0	0	0	"0"	"0"
"Potri.008G215100"	1	1	0	0	"0"	"1"
"Potri.008G215200"	1	1	0	0	"0"	"1"
"Potri.008G215300"	1	1	0	0	"0"	"0"
"Potri.008G215400"	1	0	0	0	"0"	"1"
"Potri.008G215500"	0	0	0	0	"0"	"1"
"Potri.008G215600"	0	0	0	0	"0"	"0"
"Potri.008G215700"	1	0	0	0	"0"	"0"
"Potri.008G215800"	0	0	0	0	"0"	"0"
"Potri.008G215900"	0	0	0	0	"0"	"0"
"Potri.008G216000"	0	0	0	0	"0"	"0"
"Potri.008G216100"	0	0	0	0	"0"	"0"
"Potri.008G216200"	1	0	0	0	"0"	"0"
"Potri.008G216300"	0	0	0	0	"0"	"0"
"Potri.008G216400"	0	0	0	0	"0"	"0"
"Potri.008G216500"	1	0	0	0	"0"	"0"
"Potri.008G216600"	1	0	0	0	"0"	"0"
"Potri.008G216700"	1	0	0	0	"0"	"0"
"Potri.008G216800"	1	1	0	0	"0"	"1"
"Potri.008G216900"	0	0	0	0	"0"	"0"
"Potri.008G217000"	0	0	0	0	"0"	"0"
"Potri.008G217100"	0	0	0	0	"0"	"0"
"Potri.008G217200"	0	0	0	0	"0"	"0"
"Potri.008G217300"	1	0	0	0	"0"	"0"
"Potri.008G217400"	0	0	0	0	"0"	"0"
"Potri.008G217500"	0	0	0	0	"0"	"0"
"Potri.008G217600"	0	0	0	0	"0"	"0"
"Potri.008G217700"	0	0	0	0	"0"	"0"
"Potri.008G217800"	0	0	0	0	"0"	"0"
"Potri.008G217900"	0	0	0	0	"0"	"0"
"Potri.008G218000"	0	0	0	0	"0"	"0"
"Potri.008G218100"	0	0	0	0	"0"	"0"
"Potri.008G218200"	0	0	0	0	"0"	"0"
"Potri.008G218300"	0	0	0	0	"0"	"0"
"Potri.008G218400"	0	0	0	0	"0"	"0"
"Potri.008G218500"	0	0	0	0	"0"	"0"
"Potri.008G218600"	0	0	0	0	"0"	"0"
"Potri.008G218700"	0	0	0	0	"0"	"0"
"Potri.008G218800"	0	0	0	0	"0"	"0"
"Potri.008G218900"	0	0	0	0	"0"	"0"
"Potri.008G219000"	1	0	0	0	"0"	"0"
"Potri.008G219100"	1	0	0	0	"0"	"0"
"Potri.008G219200"	1	0	0	0	"0"	"0"
"Potri.008G219300"	0	0	0	0	"0"	"0"
"Potri.008G219400"	0	0	0	0	"0"	"0"
"Potri.008G219500"	0	0	0	0	"0"	"0"
"Potri.008G219600"	0	0	0	0	"0"	"0"
"Potri.008G219700"	0	0	0	0	"0"	"0"
"Potri.008G219800"	0	0	0	0	"0"	"0"
"Potri.008G219900"	0	0	0	0	"0"	"0"
"Potri.008G220000"	0	0	0	0	"0"	"0"
"Potri.008G220100"	1	0	0	0	"0"	"0"
"Potri.008G220200"	0	0	0	0	"0"	"0"
"Potri.008G220300"	0	0	0	0	"0"	"0"
"Potri.008G220400"	1	0	0	0	"0"	"0"
"Potri.008G220500"	0	0	0	0	"0"	"0"
"Potri.008G220600"	0	0	0	0	"0"	"0"
"Potri.008G220700"	0	0	1	1	"0"	"0"
"Potri.008G220800"	0	0	0	0	"0"	"1"
"Potri.008G220900"	0	0	0	0	"0"	"0"
"Potri.008G221000"	0	0	0	0	"0"	"0"
"Potri.008G221100"	0	0	0	0	"0"	"0"
"Potri.008G221200"	0	0	0	0	"0"	"0"
"Potri.008G221300"	0	0	0	0	"0"	"0"
"Potri.008G221400"	0	0	0	0	"0"	"0"
"Potri.008G221500"	0	0	0	0	"0"	"0"
"Potri.008G221600"	0	0	0	0	"0"	"0"
"Potri.008G221700"	0	0	0	0	"0"	"0"
"Potri.008G221800"	0	0	0	0	"0"	"0"
"Potri.008G221900"	0	0	0	0	"0"	"0"
"Potri.008G222000"	1	0	0	0	"0"	"0"
"Potri.008G222100"	0	0	0	0	"0"	"0"
"Potri.008G222200"	0	0	0	0	"0"	"0"
"Potri.008G222300"	0	0	0	0	"0"	"0"
"Potri.008G222400"	0	0	0	0	"0"	"0"
"Potri.008G222500"	0	0	0	0	"0"	"0"
"Potri.008G222600"	0	0	0	0	"0"	"0"
"Potri.008G222700"	1	0	0	0	"0"	"0"
"Potri.008G222800"	0	0	0	0	"0"	"0"
"Potri.008G222900"	0	0	0	0	"0"	"0"
"Potri.008G223000"	0	0	0	0	"0"	"0"
"Potri.008G223100"	0	0	0	0	"0"	"0"
"Potri.008G223200"	0	0	0	0	"0"	"0"
"Potri.008G223300"	0	0	0	0	"0"	"0"
"Potri.008G223400"	0	0	0	0	"0"	"1"
"Potri.008G223500"	0	0	0	0	"0"	"0"
"Potri.008G223600"	0	0	0	0	"0"	"0"
"Potri.008G223700"	0	0	0	0	"0"	"0"
"Potri.008G223800"	0	0	0	0	"0"	"0"
"Potri.008G223900"	0	0	0	0	"0"	"1"
"Potri.008G224000"	0	0	0	0	"0"	"0"
"Potri.008G224100"	0	0	0	0	"0"	"0"
"Potri.008G224200"	0	0	0	0	"0"	"1"
"Potri.008G224300"	0	0	0	0	"0"	"0"
"Potri.008G224400"	0	0	0	0	"0"	"0"
"Potri.008G224500"	0	0	0	0	"0"	"1"
"Potri.008G224600"	0	0	0	0	"0"	"0"
"Potri.008G224700"	0	0	0	0	"0"	"0"
"Potri.008G224800"	0	0	0	0	"0"	"0"
"Potri.008G224900"	1	0	0	0	"0"	"0"
"Potri.008G225000"	0	0	0	0	"0"	"1"
"Potri.008G225100"	0	0	0	0	"0"	"0"
"Potri.008G225200"	0	0	0	0	"0"	"0"
"Potri.008G225300"	0	0	0	0	"0"	"0"
"Potri.008G225400"	0	0	0	0	"0"	"0"
"Potri.008G225500"	0	0	0	0	"0"	"0"
"Potri.008G225600"	0	0	0	0	"0"	"0"
"Potri.008G225700"	0	0	0	0	"0"	"0"
"Potri.008G225800"	0	0	0	0	"0"	"0"
"Potri.008G225900"	0	0	0	0	"0"	"0"
"Potri.008G226000"	0	0	0	0	"0"	"0"
"Potri.008G226100"	0	0	0	0	"0"	"0"
"Potri.008G226200"	0	0	0	0	"0"	"0"
"Potri.008G226300"	0	0	0	0	"0"	"0"
"Potri.008G226400"	0	0	0	0	"0"	"0"
"Potri.008G226500"	0	0	0	0	"0"	"0"
"Potri.008G226600"	0	0	0	0	"0"	"0"
"Potri.008G226700"	0	0	0	0	"0"	"0"
"Potri.009G000100"	0	0	0	0	"0"	"0"
"Potri.009G000200"	0	0	0	0	"0"	"0"
"Potri.009G000300"	0	0	0	0	"0"	"0"
"Potri.009G000400"	0	0	0	0	"0"	"0"
"Potri.009G000500"	0	0	0	0	"0"	"0"
"Potri.009G000600"	0	0	0	0	"0"	"0"
"Potri.009G000700"	0	0	0	0	"0"	"0"
"Potri.009G000800"	0	0	0	0	"0"	"0"
"Potri.009G000900"	0	0	0	0	"0"	"0"
"Potri.009G001000"	0	0	0	0	"0"	"0"
"Potri.009G001100"	1	0	0	0	"0"	"0"
"Potri.009G001200"	0	0	0	0	"0"	"0"
"Potri.009G001300"	0	0	0	0	"0"	"0"
"Potri.009G001400"	0	0	0	0	"0"	"0"
"Potri.009G001500"	0	0	0	0	"0"	"0"
"Potri.009G001600"	0	0	0	0	"0"	"0"
"Potri.009G001700"	1	0	0	0	"0"	"0"
"Potri.009G001800"	0	0	0	0	"0"	"1"
"Potri.009G001900"	0	0	0	0	"0"	"0"
"Potri.009G002000"	1	0	0	0	"0"	"0"
"Potri.009G002100"	1	1	0	0	"0"	"0"
"Potri.009G002200"	0	0	0	0	"0"	"0"
"Potri.009G002300"	0	0	0	0	"0"	"0"
"Potri.009G002400"	1	0	0	0	"0"	"0"
"Potri.009G002500"	0	0	0	0	"0"	"0"
"Potri.009G002600"	0	0	0	0	"0"	"0"
"Potri.009G002700"	0	0	0	0	"0"	"0"
"Potri.009G002800"	0	0	0	0	"0"	"0"
"Potri.009G002900"	0	0	0	0	"0"	"0"
"Potri.009G003000"	0	0	0	0	"0"	"1"
"Potri.009G003100"	0	0	0	0	"0"	"1"
"Potri.009G003200"	0	0	0	0	"0"	"0"
"Potri.009G003300"	1	0	0	0	"0"	"0"
"Potri.009G003400"	0	0	0	0	"0"	"0"
"Potri.009G003500"	0	0	0	0	"0"	"0"
"Potri.009G003600"	0	0	0	0	"0"	"0"
"Potri.009G003700"	1	0	0	0	"0"	"0"
"Potri.009G003800"	1	0	0	0	"0"	"1"
"Potri.009G003900"	1	0	0	0	"0"	"0"
"Potri.009G004000"	1	0	0	0	"0"	"0"
"Potri.009G004100"	1	0	0	0	"0"	"0"
"Potri.009G004200"	1	0	0	0	"0"	"0"
"Potri.009G004300"	1	0	0	0	"0"	"0"
"Potri.009G004400"	0	0	0	0	"0"	"0"
"Potri.009G004500"	1	0	0	0	"0"	"0"
"Potri.009G004600"	0	0	0	0	"0"	"0"
"Potri.009G004700"	0	0	0	0	"0"	"0"
"Potri.009G004800"	0	0	0	0	"0"	"0"
"Potri.009G004900"	0	0	0	0	"0"	"0"
"Potri.009G005000"	0	0	0	0	"0"	"0"
"Potri.009G005100"	1	0	0	0	"0"	"0"
"Potri.009G005200"	0	0	0	0	"0"	"0"
"Potri.009G005300"	1	0	0	0	"0"	"0"
"Potri.009G005400"	0	0	0	0	"0"	"0"
"Potri.009G005500"	0	0	0	0	"0"	"0"
"Potri.009G005600"	0	0	0	0	"0"	"0"
"Potri.009G005700"	0	0	0	0	"0"	"1"
"Potri.009G005800"	0	0	0	0	"0"	"0"
"Potri.009G005900"	1	0	0	0	"0"	"0"
"Potri.009G006000"	0	0	0	0	"0"	"0"
"Potri.009G006100"	0	0	0	0	"0"	"0"
"Potri.009G006200"	1	0	0	0	"0"	"0"
"Potri.009G006300"	0	0	0	0	"0"	"0"
"Potri.009G006400"	0	0	0	0	"0"	"0"
"Potri.009G006500"	0	0	0	0	"0"	"0"
"Potri.009G006600"	0	0	0	0	"0"	"0"
"Potri.009G006700"	0	0	0	0	"0"	"0"
"Potri.009G006800"	1	0	0	0	"0"	"0"
"Potri.009G006900"	1	0	0	0	"0"	"0"
"Potri.009G007000"	0	0	0	0	"0"	"0"
"Potri.009G007100"	0	0	0	0	"0"	"0"
"Potri.009G007200"	1	0	0	0	"0"	"0"
"Potri.009G007300"	0	0	0	0	"0"	"0"
"Potri.009G007400"	0	0	0	0	"0"	"0"
"Potri.009G007500"	0	0	0	0	"0"	"0"
"Potri.009G007600"	0	0	0	0	"0"	"1"
"Potri.009G007700"	0	0	0	0	"0"	"0"
"Potri.009G007800"	1	0	1	1	"0"	"0"
"Potri.009G007900"	1	0	0	0	"0"	"0"
"Potri.009G008000"	0	0	0	0	"0"	"0"
"Potri.009G008100"	1	0	0	0	"0"	"1"
"Potri.009G008200"	1	0	0	0	"0"	"1"
"Potri.009G008300"	0	0	0	0	"0"	"0"
"Potri.009G008400"	1	0	0	0	"0"	"0"
"Potri.009G008500"	0	0	0	0	"0"	"0"
"Potri.009G008600"	0	0	0	0	"0"	"0"
"Potri.009G008700"	1	0	0	0	"0"	"0"
"Potri.009G008800"	0	0	0	0	"0"	"0"
"Potri.009G008900"	0	0	0	0	"0"	"0"
"Potri.009G009000"	0	0	0	0	"0"	"0"
"Potri.009G009100"	0	0	0	0	"0"	"0"
"Potri.009G009200"	1	0	0	0	"0"	"0"
"Potri.009G009300"	1	0	0	0	"0"	"0"
"Potri.009G009400"	0	0	1	1	"0"	"0"
"Potri.009G009500"	0	0	0	0	"0"	"0"
"Potri.009G009600"	1	0	0	0	"0"	"0"
"Potri.009G009700"	0	0	0	0	"0"	"0"
"Potri.009G009800"	0	0	0	0	"0"	"0"
"Potri.009G009900"	0	0	0	0	"0"	"0"
"Potri.009G010000"	0	0	0	0	"0"	"0"
"Potri.009G010100"	0	0	0	0	"0"	"0"
"Potri.009G010200"	0	0	0	0	"0"	"0"
"Potri.009G010300"	0	0	1	1	"0"	"0"
"Potri.009G010400"	0	0	0	0	"0"	"0"
"Potri.009G010500"	0	0	0	0	"0"	"0"
"Potri.009G010600"	1	0	0	0	"0"	"0"
"Potri.009G010700"	0	0	0	0	"0"	"0"
"Potri.009G010800"	0	0	0	0	"0"	"0"
"Potri.009G010900"	0	0	0	0	"0"	"1"
"Potri.009G011000"	1	0	0	0	"0"	"0"
"Potri.009G011100"	0	0	0	0	"0"	"0"
"Potri.009G011200"	0	0	0	0	"0"	"0"
"Potri.009G011300"	1	0	0	0	"0"	"0"
"Potri.009G011400"	1	0	0	0	"0"	"0"
"Potri.009G011500"	0	0	0	0	"0"	"0"
"Potri.009G011600"	0	0	0	0	"0"	"0"
"Potri.009G011700"	1	0	0	0	"0"	"0"
"Potri.009G011800"	1	0	0	0	"0"	"0"
"Potri.009G011900"	0	0	0	0	"0"	"0"
"Potri.009G012000"	1	1	0	0	"0"	"0"
"Potri.009G012100"	1	1	1	0	"0"	"0"
"Potri.009G012200"	0	0	0	0	"0"	"0"
"Potri.009G012300"	1	0	0	0	"0"	"0"
"Potri.009G012400"	1	0	0	0	"0"	"0"
"Potri.009G012500"	0	0	0	0	"0"	"0"
"Potri.009G012600"	0	0	0	0	"0"	"0"
"Potri.009G012700"	1	0	0	0	"0"	"0"
"Potri.009G012800"	0	0	0	0	"0"	"0"
"Potri.009G012900"	1	0	0	0	"0"	"0"
"Potri.009G013000"	1	0	0	0	"0"	"0"
"Potri.009G013100"	0	0	0	0	"0"	"0"
"Potri.009G013200"	0	0	0	0	"0"	"0"
"Potri.009G013300"	0	0	0	0	"0"	"0"
"Potri.009G013400"	1	0	0	0	"0"	"0"
"Potri.009G013500"	0	0	0	0	"0"	"0"
"Potri.009G013600"	1	0	0	0	"0"	"0"
"Potri.009G013700"	0	0	0	0	"0"	"0"
"Potri.009G013800"	0	0	0	0	"0"	"0"
"Potri.009G013900"	0	0	0	0	"0"	"0"
"Potri.009G014000"	0	0	0	0	"0"	"0"
"Potri.009G014100"	0	0	0	0	"0"	"0"
"Potri.009G014200"	0	0	0	0	"0"	"0"
"Potri.009G014300"	0	0	0	0	"0"	"0"
"Potri.009G014400"	1	1	0	0	"0"	"1"
"Potri.009G014500"	1	0	0	0	"0"	"0"
"Potri.009G014600"	1	0	0	0	"0"	"0"
"Potri.009G014700"	1	1	0	0	"0"	"1"
"Potri.009G014800"	1	0	0	0	"0"	"0"
"Potri.009G014900"	1	0	0	0	"0"	"0"
"Potri.009G015000"	1	1	0	0	"0"	"0"
"Potri.009G015100"	1	0	0	0	"0"	"1"
"Potri.009G015200"	1	0	0	0	"0"	"1"
"Potri.009G015300"	0	0	0	0	"0"	"1"
"Potri.009G015400"	0	0	1	1	"0"	"0"
"Potri.009G015500"	1	0	0	0	"0"	"1"
"Potri.009G015600"	0	0	0	0	"0"	"0"
"Potri.009G015700"	0	0	0	0	"0"	"0"
"Potri.009G015800"	1	0	1	0	"0"	"0"
"Potri.009G015900"	0	0	0	0	"0"	"0"
"Potri.009G016000"	1	1	0	0	"0"	"0"
"Potri.009G016100"	0	0	0	0	"0"	"0"
"Potri.009G016200"	0	0	0	0	"0"	"1"
"Potri.009G016300"	0	0	0	0	"0"	"0"
"Potri.009G016400"	0	0	0	0	"0"	"0"
"Potri.009G016500"	0	0	0	0	"0"	"0"
"Potri.009G016600"	0	0	0	0	"0"	"0"
"Potri.009G016700"	1	0	0	0	"0"	"0"
"Potri.009G016800"	0	0	1	0	"0"	"0"
"Potri.009G016900"	1	1	0	0	"0"	"1"
"Potri.009G017000"	1	0	1	1	"0"	"0"
"Potri.009G017100"	1	0	0	0	"0"	"0"
"Potri.009G017200"	0	0	0	0	"0"	"0"
"Potri.009G017300"	1	0	0	0	"0"	"0"
"Potri.009G017400"	0	0	0	0	"0"	"0"
"Potri.009G017500"	0	0	0	0	"0"	"0"
"Potri.009G017600"	0	0	0	0	"0"	"0"
"Potri.009G017700"	0	0	1	0	"0"	"0"
"Potri.009G017800"	0	0	0	0	"0"	"0"
"Potri.009G017900"	0	0	0	0	"0"	"0"
"Potri.009G018000"	0	0	0	0	"0"	"0"
"Potri.009G018100"	1	1	1	0	"0"	"0"
"Potri.009G018200"	1	0	0	0	"0"	"0"
"Potri.009G018300"	0	0	0	0	"0"	"0"
"Potri.009G018400"	1	0	0	0	"0"	"0"
"Potri.009G018500"	1	0	0	0	"0"	"0"
"Potri.009G018600"	1	0	0	0	"0"	"0"
"Potri.009G018700"	0	0	0	0	"0"	"0"
"Potri.009G018800"	1	0	0	0	"0"	"0"
"Potri.009G018900"	1	0	0	0	"0"	"0"
"Potri.009G019000"	0	0	0	0	"0"	"0"
"Potri.009G019100"	0	0	0	0	"0"	"0"
"Potri.009G019200"	1	0	0	0	"0"	"0"
"Potri.009G019300"	0	0	0	0	"0"	"0"
"Potri.009G019400"	1	0	0	0	"0"	"0"
"Potri.009G019500"	0	0	0	0	"0"	"0"
"Potri.009G019600"	0	0	0	0	"0"	"0"
"Potri.009G019700"	0	0	0	0	"0"	"0"
"Potri.009G019800"	0	0	0	0	"0"	"0"
"Potri.009G019900"	0	0	0	0	"0"	"0"
"Potri.009G020000"	0	0	0	0	"0"	"0"
"Potri.009G020100"	1	0	0	0	"0"	"0"
"Potri.009G020200"	0	0	0	0	"0"	"0"
"Potri.009G020300"	0	0	0	0	"0"	"0"
"Potri.009G020400"	0	0	0	0	"0"	"0"
"Potri.009G020500"	1	0	0	0	"0"	"0"
"Potri.009G020600"	1	0	0	0	"0"	"0"
"Potri.009G020700"	1	0	0	0	"0"	"0"
"Potri.009G020800"	1	1	0	0	"0"	"0"
"Potri.009G020900"	1	0	0	0	"0"	"0"
"Potri.009G021000"	1	0	0	0	"0"	"0"
"Potri.009G021100"	0	0	0	0	"0"	"0"
"Potri.009G021200"	1	0	0	0	"0"	"1"
"Potri.009G021300"	1	0	0	0	"0"	"1"
"Potri.009G021400"	0	0	0	0	"0"	"0"
"Potri.009G021500"	0	0	1	0	"0"	"0"
"Potri.009G021600"	1	0	0	0	"0"	"0"
"Potri.009G021700"	1	0	0	0	"0"	"0"
"Potri.009G021800"	1	0	0	0	"0"	"0"
"Potri.009G021900"	1	1	0	0	"0"	"0"
"Potri.009G022000"	0	0	0	0	"0"	"0"
"Potri.009G022100"	0	0	0	0	"0"	"0"
"Potri.009G022200"	1	0	0	0	"0"	"0"
"Potri.009G022300"	1	0	0	0	"0"	"0"
"Potri.009G022400"	0	0	0	0	"0"	"1"
"Potri.009G022500"	1	0	0	0	"0"	"0"
"Potri.009G022600"	0	0	0	0	"0"	"0"
"Potri.009G022700"	0	0	0	0	"0"	"0"
"Potri.009G022800"	0	0	0	0	"0"	"0"
"Potri.009G022900"	1	1	0	0	"0"	"0"
"Potri.009G023000"	1	0	0	0	"0"	"0"
"Potri.009G023100"	1	0	0	0	"0"	"0"
"Potri.009G023200"	1	0	0	0	"0"	"0"
"Potri.009G023300"	0	0	0	0	"0"	"0"
"Potri.009G023400"	0	0	0	0	"0"	"0"
"Potri.009G023500"	0	0	0	0	"0"	"0"
"Potri.009G023600"	0	0	0	0	"0"	"0"
"Potri.009G023700"	0	0	0	0	"0"	"0"
"Potri.009G023800"	0	0	0	0	"0"	"1"
"Potri.009G023900"	0	0	0	0	"0"	"1"
"Potri.009G024000"	0	0	0	0	"0"	"0"
"Potri.009G024100"	0	0	0	0	"0"	"0"
"Potri.009G024200"	0	0	0	0	"0"	"0"
"Potri.009G024300"	0	0	0	0	"0"	"0"
"Potri.009G024400"	0	0	0	0	"0"	"0"
"Potri.009G024500"	0	0	0	0	"0"	"0"
"Potri.009G024600"	0	0	0	0	"0"	"0"
"Potri.009G024700"	0	0	0	0	"0"	"1"
"Potri.009G024800"	0	0	0	0	"0"	"1"
"Potri.009G024900"	0	0	0	0	"0"	"0"
"Potri.009G025000"	0	0	0	0	"0"	"0"
"Potri.009G025100"	0	0	0	0	"0"	"1"
"Potri.009G025200"	0	0	0	0	"0"	"0"
"Potri.009G025300"	0	0	1	0	"0"	"1"
"Potri.009G025400"	1	1	0	0	"0"	"1"
"Potri.009G025500"	1	1	0	0	"0"	"1"
"Potri.009G025600"	1	1	0	0	"0"	"1"
"Potri.009G025700"	1	0	0	0	"0"	"0"
"Potri.009G025800"	1	0	0	0	"0"	"0"
"Potri.009G025900"	1	0	0	0	"0"	"0"
"Potri.009G026000"	1	0	0	0	"0"	"0"
"Potri.009G026100"	1	0	0	0	"0"	"0"
"Potri.009G026200"	1	1	0	0	"0"	"0"
"Potri.009G026300"	0	0	0	0	"0"	"0"
"Potri.009G026400"	0	0	0	0	"0"	"0"
"Potri.009G026500"	1	0	0	0	"0"	"0"
"Potri.009G026600"	0	0	0	0	"0"	"0"
"Potri.009G026700"	1	0	0	0	"0"	"0"
"Potri.009G026800"	0	0	0	0	"0"	"0"
"Potri.009G026900"	0	0	0	0	"0"	"0"
