"gene"	"ark1B"	"ark2B"	"blrB"	"polB"	"revB"	"pcnB"
"Potri.001G051000"	1	0	0	0	"0"	"0"
"Potri.001G051100"	0	0	0	0	"0"	"0"
"Potri.001G051200"	1	0	0	0	"0"	"0"
"Potri.001G051300"	0	0	0	0	"0"	"0"
"Potri.001G051400"	0	0	0	0	"0"	"0"
"Potri.001G051500"	0	0	1	1	"0"	"0"
"Potri.001G051600"	1	0	1	1	"0"	"1"
"Potri.001G051700"	1	0	0	0	"0"	"1"
"Potri.001G051800"	1	0	0	0	"0"	"1"
"Potri.001G051900"	1	0	0	0	"0"	"0"
"Potri.001G052000"	0	0	0	0	"0"	"1"
"Potri.001G052100"	1	0	0	0	"0"	"0"
"Potri.001G052200"	0	0	0	0	"0"	"0"
"Potri.001G052300"	0	0	0	0	"0"	"0"
"Potri.001G052400"	1	0	0	0	"0"	"1"
"Potri.001G052500"	0	0	0	0	"0"	"0"
"Potri.001G052600"	0	0	0	0	"0"	"0"
"Potri.001G052700"	0	0	0	0	"0"	"0"
"Potri.001G052800"	0	0	0	0	"0"	"0"
"Potri.001G052900"	0	0	0	0	"0"	"0"
"Potri.001G053000"	0	0	0	0	"0"	"0"
"Potri.001G053100"	0	0	0	0	"0"	"1"
"Potri.001G053200"	0	0	0	0	"0"	"0"
"Potri.001G053300"	0	0	0	0	"0"	"0"
"Potri.001G053400"	0	0	0	0	"0"	"0"
"Potri.001G053500"	1	0	0	0	"0"	"0"
"Potri.001G053600"	1	0	0	0	"0"	"0"
"Potri.001G053700"	0	0	0	0	"0"	"0"
"Potri.001G053800"	1	0	0	0	"0"	"0"
"Potri.001G053900"	0	0	1	0	"0"	"0"
"Potri.001G054000"	0	0	0	0	"0"	"0"
"Potri.001G054100"	0	0	0	0	"0"	"1"
"Potri.001G054200"	0	0	1	0	"0"	"0"
"Potri.001G054300"	0	0	1	1	"0"	"0"
"Potri.001G054400"	1	0	1	0	"0"	"1"
"Potri.001G054500"	1	1	0	0	"0"	"0"
"Potri.001G054600"	0	0	0	0	"0"	"0"
"Potri.001G054700"	0	0	0	0	"0"	"0"
"Potri.001G054800"	0	0	1	1	"1"	"1"
"Potri.001G054900"	1	0	1	1	"0"	"0"
"Potri.001G055000"	0	0	0	0	"0"	"0"
"Potri.001G055100"	0	0	0	0	"0"	"0"
"Potri.001G055200"	1	0	1	0	"0"	"0"
"Potri.001G055300"	1	0	0	0	"0"	"0"
"Potri.001G055400"	1	0	0	0	"0"	"0"
"Potri.001G055500"	0	0	0	0	"0"	"0"
"Potri.001G055600"	0	0	0	0	"0"	"0"
"Potri.001G055700"	0	0	1	1	"0"	"1"
"Potri.001G055800"	0	0	0	0	"0"	"0"
"Potri.001G055900"	0	0	0	0	"0"	"1"
"Potri.001G056000"	1	0	0	0	"0"	"1"
"Potri.001G056100"	1	0	0	0	"0"	"1"
"Potri.001G056200"	0	0	0	0	"0"	"1"
"Potri.001G056300"	0	0	0	0	"0"	"0"
"Potri.001G056400"	0	0	0	0	"0"	"0"
"Potri.001G056500"	0	0	0	0	"0"	"0"
"Potri.001G056600"	0	0	0	0	"0"	"0"
"Potri.001G056700"	0	0	0	0	"0"	"0"
"Potri.001G056800"	0	0	0	0	"0"	"1"
"Potri.001G056900"	0	0	0	0	"0"	"1"
"Potri.001G057000"	0	0	0	0	"0"	"0"
"Potri.001G057100"	1	0	1	0	"0"	"1"
"Potri.001G057200"	1	1	0	0	"0"	"1"
"Potri.001G057300"	0	0	0	0	"0"	"0"
"Potri.001G057400"	1	0	0	0	"0"	"0"
"Potri.001G057500"	1	0	0	0	"0"	"0"
"Potri.001G057600"	0	0	0	0	"0"	"0"
"Potri.001G057700"	0	0	0	0	"0"	"0"
"Potri.001G057800"	1	0	0	0	"0"	"0"
"Potri.001G057900"	0	0	0	0	"0"	"0"
"Potri.001G058000"	0	0	0	0	"0"	"0"
"Potri.001G058100"	0	0	0	0	"0"	"0"
"Potri.001G058200"	1	0	1	1	"0"	"0"
"Potri.001G058300"	0	0	0	0	"0"	"0"
"Potri.001G058400"	0	0	0	0	"0"	"0"
"Potri.001G058500"	0	0	0	0	"0"	"1"
"Potri.001G058600"	0	0	0	0	"0"	"0"
"Potri.001G058700"	1	0	0	0	"0"	"0"
"Potri.001G058800"	0	0	0	0	"0"	"1"
"Potri.001G058900"	0	0	0	0	"0"	"0"
"Potri.001G059000"	1	0	0	0	"0"	"0"
"Potri.001G059100"	0	0	0	0	"0"	"1"
"Potri.001G059200"	0	0	0	0	"0"	"0"
"Potri.001G059300"	0	0	0	0	"0"	"0"
"Potri.001G059400"	0	0	0	0	"0"	"0"
"Potri.001G059500"	0	0	0	0	"0"	"0"
"Potri.001G059600"	0	0	0	0	"0"	"0"
"Potri.001G059700"	1	0	0	0	"0"	"0"
"Potri.001G059800"	0	0	0	0	"0"	"0"
"Potri.001G059900"	1	0	0	0	"0"	"0"
"Potri.001G060000"	0	0	0	0	"0"	"0"
"Potri.001G060100"	0	0	0	0	"0"	"0"
"Potri.001G060200"	1	0	0	0	"0"	"0"
"Potri.001G060300"	0	0	0	0	"0"	"0"
"Potri.001G060400"	0	0	0	0	"0"	"0"
"Potri.001G060500"	0	0	0	0	"0"	"0"
"Potri.001G060600"	0	0	0	0	"0"	"0"
"Potri.001G060700"	0	0	0	0	"0"	"0"
"Potri.001G060800"	1	0	1	1	"0"	"0"
"Potri.001G060900"	0	0	0	0	"0"	"1"
"Potri.001G061000"	1	0	1	1	"0"	"0"
"Potri.001G061100"	0	0	0	0	"0"	"0"
"Potri.001G061200"	0	0	0	0	"0"	"0"
"Potri.001G061300"	0	0	0	0	"0"	"0"
"Potri.001G061400"	1	1	0	0	"0"	"0"
"Potri.001G061500"	1	0	0	0	"0"	"0"
"Potri.001G061600"	0	0	0	0	"0"	"0"
"Potri.001G061700"	0	0	0	0	"0"	"0"
"Potri.001G061800"	0	0	0	0	"0"	"0"
"Potri.001G061900"	1	0	1	0	"0"	"0"
"Potri.001G062000"	0	0	0	0	"0"	"0"
"Potri.001G062100"	0	0	0	0	"0"	"0"
"Potri.001G062200"	0	0	0	0	"0"	"0"
"Potri.001G062300"	0	0	0	0	"0"	"0"
"Potri.001G062400"	0	0	0	0	"0"	"0"
"Potri.001G062500"	0	0	1	0	"0"	"0"
"Potri.001G062600"	1	0	0	0	"0"	"0"
"Potri.001G062700"	0	0	0	0	"0"	"0"
"Potri.001G062800"	1	0	0	0	"0"	"1"
"Potri.001G062900"	0	0	0	0	"0"	"1"
"Potri.001G063000"	0	0	0	0	"0"	"0"
"Potri.001G063100"	0	0	0	0	"0"	"0"
"Potri.001G063200"	0	0	0	0	"0"	"0"
"Potri.001G063300"	0	0	0	0	"0"	"0"
"Potri.001G063400"	0	0	0	0	"0"	"1"
"Potri.001G063500"	0	0	0	0	"0"	"0"
"Potri.001G063600"	0	0	0	0	"0"	"0"
"Potri.001G063700"	0	0	0	0	"0"	"0"
"Potri.001G063800"	0	0	0	0	"0"	"0"
"Potri.001G063900"	0	0	0	0	"0"	"0"
"Potri.001G064000"	0	0	0	0	"0"	"0"
"Potri.001G064100"	0	0	0	0	"0"	"0"
"Potri.001G064200"	0	0	0	0	"0"	"0"
"Potri.001G064300"	1	0	0	0	"0"	"0"
"Potri.001G064400"	0	0	0	0	"0"	"0"
"Potri.001G064500"	0	0	0	0	"0"	"0"
"Potri.001G064600"	0	0	0	0	"0"	"0"
"Potri.001G064700"	0	0	0	0	"0"	"0"
"Potri.001G064800"	0	0	0	0	"0"	"0"
"Potri.001G064900"	0	0	0	0	"0"	"0"
"Potri.001G065000"	0	0	0	0	"0"	"0"
"Potri.001G065100"	0	0	0	0	"0"	"0"
"Potri.001G065200"	0	0	0	0	"0"	"0"
"Potri.001G065300"	0	0	0	0	"0"	"0"
"Potri.001G065400"	0	0	0	0	"0"	"0"
"Potri.001G065500"	0	0	0	0	"0"	"0"
"Potri.001G065600"	1	0	0	0	"0"	"0"
"Potri.001G065700"	1	0	0	0	"0"	"0"
"Potri.001G065800"	1	0	0	0	"0"	"0"
"Potri.001G065900"	0	0	0	0	"0"	"0"
"Potri.001G066000"	0	0	1	1	"0"	"0"
"Potri.001G066100"	1	0	0	0	"0"	"0"
"Potri.001G066200"	1	0	0	0	"0"	"0"
"Potri.001G066300"	0	0	0	0	"0"	"0"
"Potri.001G066400"	0	0	0	0	"0"	"0"
"Potri.001G066500"	1	0	0	0	"0"	"0"
"Potri.001G066600"	1	0	0	0	"0"	"0"
"Potri.001G066700"	0	0	0	0	"0"	"0"
"Potri.001G066800"	1	1	0	0	"0"	"0"
"Potri.001G066900"	1	0	1	0	"0"	"0"
"Potri.001G067000"	0	0	0	0	"0"	"0"
"Potri.001G067100"	0	0	0	0	"0"	"0"
"Potri.001G067200"	0	0	0	0	"0"	"0"
"Potri.001G067300"	1	0	0	0	"0"	"0"
"Potri.001G067400"	1	0	0	0	"0"	"0"
"Potri.001G067500"	0	0	0	0	"0"	"0"
"Potri.001G067600"	0	0	0	0	"0"	"1"
"Potri.001G067700"	0	0	0	0	"0"	"0"
"Potri.001G067800"	1	0	0	0	"0"	"1"
"Potri.001G067900"	1	0	0	0	"0"	"1"
"Potri.001G068000"	1	0	1	0	"0"	"0"
"Potri.001G068100"	0	0	0	0	"0"	"0"
"Potri.001G068200"	0	0	0	0	"0"	"0"
"Potri.001G068300"	1	0	0	0	"0"	"0"
"Potri.001G068400"	0	0	0	0	"0"	"0"
"Potri.001G068500"	1	0	1	0	"0"	"0"
"Potri.001G068600"	0	0	0	0	"0"	"0"
"Potri.001G068700"	1	0	0	0	"0"	"0"
"Potri.001G068800"	1	0	0	0	"0"	"0"
"Potri.001G068900"	1	0	0	0	"0"	"0"
"Potri.001G069000"	0	0	0	0	"0"	"0"
"Potri.001G069100"	0	0	0	0	"0"	"0"
"Potri.001G069200"	0	0	0	0	"0"	"0"
"Potri.001G069300"	0	0	1	1	"0"	"1"
"Potri.001G069400"	0	0	0	0	"0"	"0"
"Potri.001G069500"	1	0	0	0	"0"	"0"
"Potri.001G069600"	0	0	0	0	"0"	"0"
"Potri.001G069700"	0	0	0	0	"0"	"0"
"Potri.001G069800"	0	0	0	0	"0"	"0"
"Potri.001G069900"	0	0	0	0	"0"	"0"
"Potri.001G070000"	0	0	0	0	"0"	"0"
"Potri.001G070100"	0	0	0	0	"0"	"0"
"Potri.001G070200"	0	0	0	0	"0"	"0"
"Potri.001G070300"	0	0	1	1	"0"	"0"
"Potri.001G070400"	0	0	1	0	"0"	"0"
"Potri.001G070500"	1	0	0	0	"0"	"0"
"Potri.001G070600"	1	0	0	0	"0"	"0"
"Potri.001G070700"	0	0	0	0	"0"	"0"
"Potri.001G070800"	0	0	0	0	"0"	"0"
"Potri.001G070900"	0	0	1	0	"0"	"0"
"Potri.001G071000"	0	0	0	0	"0"	"0"
"Potri.001G071100"	1	0	0	0	"0"	"0"
"Potri.001G071200"	0	0	0	0	"0"	"0"
"Potri.001G071300"	0	0	0	0	"0"	"0"
"Potri.001G071400"	0	0	0	0	"0"	"0"
"Potri.001G071500"	0	0	0	0	"0"	"1"
"Potri.001G071600"	0	0	0	0	"0"	"0"
"Potri.001G071700"	1	0	0	0	"0"	"0"
"Potri.001G071800"	1	0	0	0	"0"	"0"
"Potri.001G071900"	1	0	0	0	"0"	"0"
"Potri.001G072000"	1	0	0	0	"0"	"0"
"Potri.001G072100"	1	0	0	0	"0"	"0"
"Potri.001G072200"	1	0	0	0	"0"	"0"
"Potri.001G072300"	1	0	1	0	"0"	"1"
"Potri.001G072400"	1	0	1	0	"0"	"1"
"Potri.001G072500"	1	0	1	0	"0"	"1"
"Potri.001G072600"	1	1	0	0	"0"	"1"
"Potri.001G072700"	1	0	0	0	"0"	"0"
"Potri.001G072800"	1	0	0	0	"0"	"0"
"Potri.001G072900"	1	0	0	0	"0"	"0"
"Potri.001G073000"	0	0	0	0	"0"	"0"
"Potri.001G073100"	0	0	0	0	"0"	"0"
"Potri.001G073200"	0	0	0	0	"0"	"0"
"Potri.001G073300"	1	0	1	0	"0"	"0"
"Potri.001G073400"	0	0	1	1	"0"	"0"
"Potri.001G073500"	1	0	1	1	"0"	"0"
"Potri.001G073600"	0	0	1	1	"0"	"0"
"Potri.001G073700"	1	0	0	0	"0"	"0"
"Potri.001G073800"	1	0	0	0	"0"	"0"
"Potri.001G073900"	0	0	1	0	"0"	"0"
"Potri.001G074000"	0	0	0	0	"0"	"1"
"Potri.001G074100"	0	0	0	0	"0"	"0"
"Potri.001G074200"	0	0	0	0	"0"	"0"
"Potri.001G074300"	0	0	0	0	"0"	"0"
"Potri.001G074400"	1	0	0	0	"0"	"0"
"Potri.001G074500"	0	0	0	0	"0"	"0"
"Potri.001G074600"	0	0	0	0	"0"	"0"
"Potri.001G074700"	0	0	1	0	"0"	"0"
"Potri.001G074800"	0	0	0	0	"0"	"0"
"Potri.001G074900"	1	0	0	0	"0"	"0"
"Potri.001G075000"	0	0	0	0	"0"	"0"
"Potri.001G075100"	0	0	0	0	"0"	"1"
"Potri.001G075200"	0	0	0	0	"0"	"0"
"Potri.001G075300"	1	0	0	0	"0"	"0"
"Potri.001G075400"	0	0	0	0	"0"	"0"
"Potri.001G075500"	0	0	0	0	"0"	"0"
"Potri.001G075600"	0	0	0	0	"0"	"0"
"Potri.001G075700"	1	1	0	0	"1"	"0"
"Potri.001G075800"	1	0	0	0	"0"	"0"
"Potri.001G075900"	1	1	0	0	"0"	"1"
"Potri.001G076000"	0	0	0	0	"0"	"0"
"Potri.001G076100"	0	0	0	0	"0"	"0"
"Potri.001G076200"	1	0	0	0	"0"	"0"
"Potri.001G076300"	0	0	0	0	"0"	"0"
"Potri.001G076400"	1	0	1	0	"0"	"0"
"Potri.001G076500"	0	0	1	0	"0"	"0"
"Potri.001G076600"	0	0	0	0	"0"	"1"
"Potri.001G076700"	0	0	0	0	"0"	"0"
"Potri.001G076800"	0	0	1	1	"1"	"1"
"Potri.001G076900"	0	0	0	0	"0"	"0"
"Potri.001G077000"	0	0	0	0	"0"	"0"
"Potri.001G077100"	0	0	0	0	"0"	"0"
"Potri.001G077200"	0	0	0	0	"0"	"0"
"Potri.001G077300"	0	0	0	0	"0"	"0"
"Potri.001G077400"	1	0	0	0	"0"	"1"
"Potri.001G077500"	1	0	0	0	"0"	"0"
"Potri.001G077600"	1	0	0	0	"0"	"0"
"Potri.001G077700"	1	0	0	0	"0"	"0"
"Potri.001G077800"	1	0	0	0	"0"	"0"
"Potri.001G077900"	0	0	0	0	"0"	"0"
"Potri.001G078000"	0	0	0	0	"0"	"0"
"Potri.001G078100"	1	0	0	0	"0"	"0"
"Potri.001G078200"	0	0	0	0	"0"	"0"
"Potri.001G078300"	0	0	0	0	"0"	"0"
"Potri.001G078400"	0	0	0	0	"0"	"0"
"Potri.001G078500"	1	0	0	0	"0"	"0"
"Potri.001G078600"	1	1	1	1	"0"	"1"
"Potri.001G078700"	1	1	0	0	"0"	"0"
"Potri.001G078800"	1	0	0	0	"0"	"0"
"Potri.001G078900"	1	1	0	0	"0"	"0"
"Potri.001G079000"	1	0	0	0	"0"	"0"
"Potri.001G079100"	1	1	0	0	"0"	"0"
"Potri.001G079200"	1	0	0	0	"0"	"0"
"Potri.001G079300"	1	0	0	0	"0"	"1"
"Potri.001G079400"	1	0	0	0	"0"	"0"
"Potri.001G079500"	1	0	0	0	"0"	"0"
"Potri.001G079600"	0	0	0	0	"0"	"0"
"Potri.001G079700"	0	0	0	0	"0"	"0"
"Potri.001G079800"	0	0	0	0	"0"	"0"
"Potri.001G079900"	0	0	1	1	"0"	"0"
"Potri.001G080000"	0	0	0	0	"0"	"0"
"Potri.001G080100"	0	0	0	0	"0"	"0"
"Potri.001G080200"	1	1	0	0	"0"	"0"
"Potri.001G080300"	0	0	0	0	"0"	"0"
"Potri.001G080400"	1	0	0	0	"0"	"0"
"Potri.001G080500"	0	0	0	0	"0"	"0"
"Potri.001G080600"	0	0	0	0	"0"	"0"
"Potri.001G080700"	0	0	0	0	"0"	"0"
"Potri.001G080800"	0	0	0	0	"0"	"0"
"Potri.001G080900"	0	0	0	0	"0"	"0"
"Potri.001G081000"	0	0	0	0	"0"	"0"
"Potri.001G081100"	1	0	0	0	"0"	"0"
"Potri.001G081200"	0	0	0	0	"0"	"0"
"Potri.001G081300"	1	1	0	0	"0"	"0"
"Potri.001G081400"	0	0	0	0	"0"	"0"
"Potri.001G081500"	0	0	0	0	"0"	"0"
"Potri.001G081600"	1	1	0	0	"0"	"1"
"Potri.001G081700"	0	0	0	0	"0"	"0"
"Potri.001G081800"	1	1	0	0	"0"	"1"
"Potri.001G081900"	1	1	0	0	"0"	"1"
"Potri.001G082000"	1	1	0	0	"0"	"0"
"Potri.001G082100"	1	1	0	0	"0"	"0"
"Potri.001G082200"	0	0	0	0	"0"	"0"
"Potri.001G082300"	1	0	0	0	"0"	"0"
"Potri.001G082400"	0	0	0	0	"0"	"0"
"Potri.001G082500"	0	0	0	0	"0"	"0"
"Potri.001G082600"	0	0	0	0	"0"	"0"
"Potri.001G082700"	0	0	0	0	"0"	"0"
"Potri.001G082800"	0	0	0	0	"0"	"0"
"Potri.001G082900"	0	0	0	0	"0"	"0"
"Potri.001G083000"	0	0	1	1	"0"	"0"
"Potri.001G083100"	1	0	1	0	"0"	"0"
"Potri.001G083200"	0	0	0	0	"0"	"0"
"Potri.001G083300"	0	0	0	0	"0"	"0"
"Potri.001G083400"	0	0	0	0	"0"	"0"
"Potri.001G083500"	0	0	0	0	"0"	"0"
"Potri.001G083600"	0	0	0	0	"0"	"0"
"Potri.001G083700"	0	0	0	0	"0"	"0"
"Potri.001G083800"	0	0	0	0	"0"	"0"
"Potri.001G083900"	1	0	1	1	"0"	"1"
"Potri.001G084000"	0	0	1	1	"0"	"0"
"Potri.001G084100"	0	0	0	0	"0"	"0"
"Potri.001G084200"	0	0	0	0	"0"	"0"
"Potri.001G084300"	0	0	0	0	"0"	"0"
"Potri.001G084400"	0	0	0	0	"0"	"1"
"Potri.001G084500"	0	0	0	0	"0"	"0"
"Potri.001G084600"	1	0	0	0	"0"	"0"
"Potri.001G084700"	1	1	0	0	"0"	"0"
"Potri.001G084800"	0	0	0	0	"0"	"1"
"Potri.001G084900"	1	0	0	0	"0"	"0"
"Potri.001G085000"	1	0	1	0	"0"	"0"
"Potri.001G085100"	0	0	1	1	"0"	"0"
"Potri.001G085200"	1	0	1	0	"0"	"0"
"Potri.001G085300"	1	0	0	0	"0"	"1"
"Potri.001G085400"	1	0	0	0	"0"	"0"
"Potri.001G085500"	1	0	0	0	"0"	"0"
"Potri.001G085600"	1	0	0	0	"0"	"0"
"Potri.001G085700"	1	0	0	0	"0"	"0"
"Potri.001G085800"	0	0	0	0	"0"	"0"
"Potri.001G085900"	0	0	0	0	"0"	"0"
"Potri.001G086000"	0	0	0	0	"0"	"0"
"Potri.001G086100"	1	0	1	0	"0"	"0"
"Potri.001G086200"	0	0	0	0	"0"	"0"
"Potri.001G086300"	1	0	0	0	"0"	"0"
"Potri.001G086400"	0	0	0	0	"0"	"0"
"Potri.001G086500"	0	0	0	0	"0"	"0"
"Potri.001G086600"	0	0	0	0	"0"	"0"
"Potri.001G086700"	0	0	0	0	"0"	"0"
"Potri.001G086800"	1	0	0	0	"0"	"0"
"Potri.001G086900"	0	0	0	0	"0"	"0"
"Potri.001G087000"	0	0	0	0	"0"	"1"
"Potri.001G087100"	1	0	0	0	"0"	"0"
"Potri.001G087200"	1	0	0	0	"0"	"0"
"Potri.001G087300"	1	0	0	0	"0"	"1"
"Potri.001G087400"	1	0	0	0	"0"	"0"
"Potri.001G087500"	1	0	0	0	"0"	"1"
"Potri.001G087600"	1	0	0	0	"0"	"0"
"Potri.001G087700"	0	0	0	0	"0"	"0"
"Potri.001G087800"	1	0	1	0	"0"	"0"
"Potri.001G087900"	1	0	0	0	"0"	"0"
"Potri.001G088000"	1	0	0	0	"0"	"0"
"Potri.001G088100"	0	0	0	0	"0"	"0"
"Potri.001G088200"	1	0	0	0	"0"	"0"
"Potri.001G088300"	1	0	0	0	"0"	"0"
"Potri.001G088400"	0	0	1	1	"0"	"0"
"Potri.001G088500"	0	0	1	1	"0"	"1"
"Potri.001G088600"	0	0	0	0	"0"	"0"
"Potri.001G088700"	0	0	0	0	"0"	"0"
"Potri.001G088800"	0	0	0	0	"0"	"0"
"Potri.001G088900"	0	0	0	0	"0"	"0"
"Potri.001G089000"	0	0	0	0	"0"	"0"
"Potri.001G089100"	0	0	0	0	"0"	"1"
"Potri.001G089200"	0	0	0	0	"0"	"0"
"Potri.001G089300"	1	0	0	0	"0"	"0"
"Potri.001G089400"	1	0	0	0	"0"	"0"
"Potri.001G089500"	0	0	0	0	"0"	"0"
"Potri.001G089600"	1	1	0	0	"0"	"0"
"Potri.001G089700"	1	0	1	0	"0"	"0"
"Potri.001G089800"	1	1	0	0	"0"	"1"
"Potri.001G089900"	1	1	0	0	"0"	"0"
"Potri.001G090000"	1	1	0	0	"0"	"0"
"Potri.001G090100"	0	0	0	0	"0"	"0"
"Potri.001G090200"	0	0	0	0	"0"	"0"
"Potri.001G090300"	0	0	0	0	"0"	"0"
"Potri.001G090400"	0	0	0	0	"0"	"0"
"Potri.001G090500"	0	0	0	0	"0"	"0"
"Potri.001G090600"	1	0	0	0	"0"	"0"
"Potri.001G090700"	1	0	1	1	"0"	"0"
"Potri.001G090800"	0	0	0	0	"0"	"0"
"Potri.001G090900"	1	0	0	0	"0"	"0"
"Potri.001G091000"	1	0	0	0	"0"	"0"
"Potri.001G091100"	1	0	0	0	"0"	"0"
"Potri.001G091200"	0	0	0	0	"0"	"0"
"Potri.001G091300"	0	0	0	0	"0"	"0"
"Potri.001G091400"	0	0	0	0	"0"	"0"
"Potri.001G091500"	0	0	0	0	"0"	"0"
"Potri.001G091600"	1	0	0	0	"0"	"0"
"Potri.001G091700"	0	0	1	0	"0"	"0"
"Potri.001G091800"	1	0	1	1	"0"	"0"
"Potri.001G091900"	1	0	0	0	"0"	"0"
"Potri.001G092000"	1	0	0	0	"0"	"0"
"Potri.001G092100"	0	0	0	0	"0"	"0"
"Potri.001G092200"	0	0	0	0	"0"	"0"
"Potri.001G092300"	1	0	1	1	"0"	"0"
"Potri.001G092400"	0	0	0	0	"0"	"0"
"Potri.001G092500"	1	0	0	0	"0"	"0"
"Potri.001G092600"	1	0	0	0	"0"	"0"
"Potri.001G092700"	0	0	0	0	"0"	"0"
"Potri.001G092800"	1	0	0	0	"0"	"0"
"Potri.001G092900"	0	0	0	0	"0"	"0"
"Potri.001G093000"	0	0	0	0	"0"	"0"
"Potri.001G093100"	0	0	0	0	"0"	"0"
"Potri.001G093200"	0	0	0	0	"0"	"0"
"Potri.001G093300"	0	0	1	0	"0"	"0"
"Potri.001G093400"	0	0	1	1	"0"	"0"
"Potri.001G093500"	0	0	0	0	"0"	"0"
"Potri.001G093600"	0	0	0	0	"0"	"0"
"Potri.001G093700"	0	0	0	0	"0"	"0"
"Potri.001G093800"	1	0	0	0	"0"	"0"
"Potri.001G093900"	0	0	0	0	"0"	"0"
"Potri.001G094000"	0	0	0	0	"0"	"0"
"Potri.001G094100"	1	0	0	0	"0"	"0"
"Potri.001G094200"	0	0	0	0	"0"	"0"
"Potri.001G094300"	0	0	0	0	"0"	"0"
"Potri.001G094400"	1	1	0	0	"0"	"0"
"Potri.001G094500"	1	1	0	0	"0"	"0"
"Potri.001G094600"	1	1	0	0	"0"	"0"
"Potri.001G094700"	0	0	0	0	"0"	"0"
"Potri.001G094800"	1	0	1	1	"0"	"0"
"Potri.001G094900"	1	0	1	0	"0"	"0"
"Potri.001G095000"	0	0	0	0	"0"	"0"
"Potri.001G095100"	1	0	0	0	"0"	"0"
"Potri.001G095200"	1	0	0	0	"0"	"0"
"Potri.001G095300"	1	0	0	0	"0"	"0"
"Potri.001G095400"	0	0	0	0	"0"	"0"
"Potri.001G095500"	1	1	0	0	"0"	"0"
"Potri.001G095600"	0	0	0	0	"0"	"0"
"Potri.001G095700"	0	0	0	0	"0"	"0"
"Potri.001G095800"	1	0	1	0	"0"	"0"
"Potri.001G095900"	0	0	0	0	"0"	"1"
"Potri.001G096000"	0	0	0	0	"0"	"1"
"Potri.001G096100"	1	0	0	0	"0"	"0"
"Potri.001G096200"	1	0	0	0	"0"	"0"
"Potri.001G096300"	1	0	0	0	"0"	"0"
"Potri.001G096400"	0	0	0	0	"0"	"1"
"Potri.001G096500"	0	0	0	0	"0"	"0"
"Potri.001G096600"	0	0	0	0	"0"	"0"
"Potri.001G096700"	1	0	0	0	"0"	"0"
"Potri.001G096800"	0	0	0	0	"0"	"1"
"Potri.001G096900"	0	0	0	0	"0"	"0"
"Potri.001G097000"	0	0	0	0	"0"	"0"
"Potri.001G097100"	0	0	0	0	"0"	"0"
"Potri.001G097200"	1	0	1	1	"0"	"1"
"Potri.001G097300"	0	0	0	0	"0"	"0"
"Potri.001G097400"	1	1	0	0	"0"	"0"
"Potri.001G097500"	1	1	0	0	"0"	"0"
"Potri.001G097600"	0	0	0	0	"0"	"0"
"Potri.001G097700"	0	0	0	0	"0"	"0"
"Potri.001G097800"	0	0	0	0	"0"	"0"
"Potri.001G097900"	0	0	0	0	"0"	"0"
"Potri.001G098000"	0	0	0	0	"0"	"0"
"Potri.001G098100"	0	0	0	0	"0"	"0"
"Potri.001G098200"	0	0	0	0	"0"	"0"
"Potri.001G098300"	0	0	0	0	"0"	"0"
"Potri.001G098400"	0	0	0	0	"0"	"0"
"Potri.001G098500"	0	0	0	0	"0"	"1"
"Potri.001G098600"	1	1	0	0	"0"	"0"
"Potri.001G098700"	1	0	0	0	"0"	"1"
"Potri.001G098800"	0	0	0	0	"0"	"1"
"Potri.001G098900"	0	0	0	0	"0"	"1"
"Potri.001G099000"	0	0	0	0	"0"	"0"
"Potri.001G099100"	0	0	0	0	"0"	"0"
"Potri.001G099200"	1	0	0	0	"0"	"0"
"Potri.001G099300"	0	0	0	0	"0"	"0"
"Potri.001G099400"	0	0	0	0	"0"	"0"
"Potri.001G099500"	0	0	0	0	"0"	"0"
"Potri.001G099600"	1	0	0	0	"0"	"0"
"Potri.001G099700"	0	0	0	0	"0"	"0"
"Potri.001G099800"	0	0	0	0	"0"	"0"
"Potri.001G099900"	0	0	0	0	"0"	"0"
"Potri.001G100000"	0	0	0	0	"0"	"0"
"Potri.001G100100"	1	0	0	0	"0"	"0"
"Potri.001G100200"	0	0	0	0	"0"	"0"
"Potri.001G100300"	0	0	0	0	"0"	"0"
"Potri.001G100400"	0	0	0	0	"0"	"0"
"Potri.001G100500"	0	0	0	0	"0"	"0"
"Potri.001G100600"	0	0	0	0	"0"	"0"
"Potri.001G100700"	0	0	1	0	"0"	"0"
"Potri.001G100800"	0	0	0	0	"0"	"1"
"Potri.001G100900"	1	0	0	0	"0"	"0"
"Potri.001G101000"	0	0	1	0	"0"	"0"
"Potri.001G101100"	1	0	1	0	"0"	"0"
"Potri.001G101200"	0	0	0	0	"0"	"0"
"Potri.001G101300"	1	0	0	0	"0"	"0"
"Potri.001G101400"	1	0	0	0	"0"	"0"
"Potri.001G101500"	1	0	0	0	"0"	"0"
"Potri.001G101600"	0	0	0	0	"1"	"1"
"Potri.001G101700"	1	0	0	0	"0"	"0"
"Potri.001G101800"	1	0	0	0	"0"	"0"
"Potri.001G101900"	1	0	0	0	"0"	"0"
"Potri.001G102000"	1	0	0	0	"0"	"0"
"Potri.001G102100"	0	0	0	0	"0"	"0"
"Potri.001G102200"	1	0	1	0	"0"	"0"
"Potri.001G102300"	1	0	0	0	"0"	"0"
"Potri.001G102400"	0	0	0	0	"0"	"0"
"Potri.001G102500"	0	0	0	0	"0"	"0"
